,GPStime,peakFreq,snr,amplitude,centralFreq,duration,bandwidth,chisq,chisqDof,confidence,id,ifo,label,imgUrl,Q-value
135477,1247840804,963.4789999999999,8.891,4.7700000000000004e-23,3754.728,0.183,7374.100586,0,0,0.9470000000000001,zhXWY29s8L,L1,No_Glitch,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/RB6XGJTsBf/zhXWY29s8L.png,5.657
121348,1249959916,1065.326,8.734,5.2099999999999994e-23,3866.138,0.18,6331.189941,0,0,0.973,uCXQilLmhi,L1,No_Glitch,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/uYnfLjcxWM/uCXQilLmhi.png,11.314
123416,1246289199,60.785,9.377,5.33e-23,3776.8540000000003,0.688,7471.10791,0,0,0.97,37ufl0u5X2,L1,No_Glitch,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/D6o2GUJZkM/37ufl0u5X2.png,11.314
116825,1252052196,10.874,9.14,6.71e-20,12.647,2.5,5.29479,0,0,0.9790000000000001,PtlzKpqz8o,H1,Low_Frequency_Lines,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/yeBYiX6MWu/PtlzKpqz8o.png,45.255
119836,1240839235,25.506999999999998,7.693,1.95e-22,3984.699,1.696,7931.567383,0,0,0.975,kEIRbDk4OR,L1,Low_Frequency_Lines,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/cxqDNDXvRy/kEIRbDk4OR.png,45.255
133010,1238663231,12.055,10.574000000000002,2.9599999999999996e-20,1009.0369999999999,1.5,2002.85083,0,0,0.9520000000000001,f0WcWrEGob,H1,Low_Frequency_Lines,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/hQZnqrjNWY/f0WcWrEGob.png,22.627
117221,1243083650,13.184000000000001,7.626,2.52e-20,3811.441,2.592,7598.697265999999,0,0,0.9790000000000001,rw1jrCl6bY,L1,Low_Frequency_Lines,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/ER9RyKsKFJ/rw1jrCl6bY.png,45.255
191964,1244996643,11.245,57.93600000000001,4.0100000000000007e-19,3878.8740000000003,5.0,7737.748047,0,0,0.59,owzDFNNyTz,L1,Low_Frequency_Lines,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/Bd8CoKxBbg/owzDFNNyTz.png,22.627
92259,1238480885,19.063,8.783,8.65e-22,3907.9959999999996,1.505,7787.020995999999,0,0,0.995,E6iRXBVOYs,L1,Low_Frequency_Lines,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/o65NaR8gUc/E6iRXBVOYs.png,22.627
174444,1253342510,10.995999999999999,8.291,4.8099999999999996e-20,12.647,1.0,5.29479,0,0,0.74,8vfh0gDYpp,H1,Low_Frequency_Lines,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/OrE1e3fQzJ/8vfh0gDYpp.png,22.627
60629,1253638194,11.148,9.654,9.5e-20,3980.241,4.5,7940.48291,0,0,1.0,IvI4bu5ouw,L1,Low_Frequency_Lines,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/YWAiQHqBf4/IvI4bu5ouw.png,45.255
156120,1238482316,11.319,10.577,4.1e-20,11.107000000000001,1.5,6.9904,0,0,0.867,RVfgwAlrA2,H1,Low_Frequency_Lines,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/DQK6n3RvwU/RVfgwAlrA2.png,22.627
126862,1240579462,10.645999999999999,7.8629999999999995,6.58e-20,3830.6929999999998,7.0,7649.257323999999,0,0,0.965,LtBzG1sdRc,L1,Low_Frequency_Lines,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/mMC09Oyiy6/LtBzG1sdRc.png,45.255
207401,1242290861,49.208,9.683,5.79e-23,3982.889,1.125,7935.187988,0,0,0.257,Uqp7PxEvFN,L1,Chirp,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/ZsnmVtlFrQ/Uqp7PxEvFN.png,5.657
157791,1244061707,509.36300000000006,11.526,4.35e-23,1264.9389999999999,0.16399999999999998,2483.091797,0,0,0.858,UDQOhf3dAP,L1,Chirp,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/zVGT5vp1bt/UDQOhf3dAP.png,5.657
143434,1253496036,115.113,10.244000000000002,4.0999999999999997e-23,418.522,0.129,748.545837,0,0,0.9229999999999999,OULog1WWqO,H1,Chirp,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/396BxE6kvB/OULog1WWqO.png,5.657
165501,1242719514,35.163000000000004,9.756,1.23e-22,49.43899999999999,0.5,36.352859,0,0,0.81,BwdNhCq8Ql,L1,Chirp,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/aXCC4FsJjj/BwdNhCq8Ql.png,5.657
143435,1253496036,115.113,10.244000000000002,4.0999999999999997e-23,418.522,0.129,748.545837,0,0,0.9229999999999999,OgHQ1wyK0G,H1,Chirp,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/zpdNbPR4jb/OgHQ1wyK0G.png,5.657
207065,1248307386,37.602,9.375,1.0899999999999999e-22,547.122,0.289,1048.6872560000002,0,0,0.321,qImvFiwoS6,H1,Chirp,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/fdoyOqpaBp/qImvFiwoS6.png,5.657
153395,1250747149,75.263,7.776,4.01e-23,92.03,0.188,132.57759099999998,0,0,0.8809999999999999,GDMB8hhMEQ,H1,Chirp,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/NGMRTqbx5C/GDMB8hhMEQ.png,5.657
120181,1252150105,93.079,9.365,3.44e-23,3997.366,0.485,7906.233887,0,0,0.975,c32zRfm0As,L1,Chirp,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/Ogv2RmGrcQ/c32zRfm0As.png,5.657
192924,1249031309,75.263,19.994,1.1e-22,161.43,0.625,276.07312,0,0,0.58,LlAHtxs6YT,H1,Chirp,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/8ZbJ0aoLHx/LlAHtxs6YT.png,5.657
153394,1250747149,75.263,7.776,4.01e-23,92.03,0.188,132.57759099999998,0,0,0.8809999999999999,kc0okRzFgd,H1,Chirp,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/Q3sbUrc3fI/kc0okRzFgd.png,5.657
203672,1247554038,60.857,19.314,9.679999999999999e-23,3410.625,0.9209999999999999,6783.419434,0,0,0.45299999999999996,XzA4zfmGNh,L1,Helix,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/0ouZGMh88d/XzA4zfmGNh.png,5.657
172472,1242265444,32.173,11.957,1.55e-22,3982.889,2.072,7935.187988,0,0,0.757,mgKxguu4Me,L1,Helix,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/sup3FaWY6c/mgKxguu4Me.png,5.657
182824,1245950752,26.015,24.601999999999997,4.09e-22,3908.493,1.5,7786.395508,0,0,0.6659999999999999,C24beBWM3e,L1,Helix,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/gbtv59xmqt/C24beBWM3e.png,5.657
200640,1250342329,26.685,7.5520000000000005,1.6399999999999999e-22,359.72900000000004,1.0,681.627441,0,0,0.503,TZPDnOwjPr,L1,Helix,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/XXgPziMHTB/TZPDnOwjPr.png,5.657
190387,1242354762,39.789,78.813,5.9499999999999995e-22,3407.3509999999997,2.75,6789.967773,0,0,0.606,pBkNYpHzmj,L1,Helix,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/laSPi8Z0eI/pBkNYpHzmj.png,5.657
163578,1246395104,39.789,30.65,3.53e-22,672.01,2.0,1306.188354,0,0,0.823,njTbXbZSfB,H1,Helix,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/fJGGrGM5ns/njTbXbZSfB.png,5.657
206732,1248476386,23.070999999999998,21.872,1.4599999999999999e-21,47.31,0.75,69.76619000000001,0,0,0.35100000000000003,Oa2HFXG9qA,H1,Helix,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/n9p8xUQiW5/Oa2HFXG9qA.png,45.255
161826,1248037911,32.173,33.852,6.33e-22,3813.042,2.658,7595.494629000001,0,0,0.8340000000000001,92SCQh248c,L1,Helix,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/b8cdhsXMms/92SCQh248c.png,5.657
204676,1253717046,56.597,16.579,8.690000000000001e-23,86.345,0.5,133.945984,0,0,0.43,QbmIicOU7x,H1,Helix,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/2laBVMGB3f/QbmIicOU7x.png,5.657
199553,1251015482,44.692,45.42,3.4300000000000003e-22,3241.212,1.75,6445.851563,0,0,0.515,s1YkVUwBVe,H1,Helix,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/KNP71db1yM/s1YkVUwBVe.png,22.627
149545,1246356288,1270.1860000000001,10.899000000000001,7.14e-23,1446.547,0.016,1160.342163,0,0,0.899,iIADwrMDzX,L1,1400Ripples,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/fO0GJyCLvM/iIADwrMDzX.png,11.314
161648,1249063987,1636.34,10.562000000000001,8.93e-23,1788.975,0.02,1435.0195310000001,0,0,0.836,xpBQcjmPhE,L1,1400Ripples,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/6r6AANwoI9/xpBQcjmPhE.png,11.314
196171,1247962864,1349.3970000000002,12.162,8.62e-23,4408.429,0.384,7084.106934,0,0,0.55,16O4dXojEk,L1,1400Ripples,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/SJbehPJrrY/16O4dXojEk.png,11.314
128196,1253447022,1662.418,11.148,1.02e-22,1788.975,0.02,1435.0195310000001,0,0,0.9620000000000001,lu1PVRHtxc,L1,1400Ripples,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/8g9h5XRf3z/lu1PVRHtxc.png,22.627
76064,1248377739,1636.34,10.722999999999999,9.19e-23,1788.975,0.02,1435.0195310000001,0,0,0.998,Edaln9NTOI,L1,1400Ripples,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/tYvtlQR995/Edaln9NTOI.png,22.627
171400,1247649182,1270.1860000000001,16.97,1.13e-22,1900.183,0.027000000000000003,2399.279785,0,0,0.7659999999999999,O1hIIa1sXI,L1,1400Ripples,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/xAhFkXb4mN/O1hIIa1sXI.png,11.314
140338,1250210459,1359.461,14.885,1.0899999999999999e-22,1686.431,0.027000000000000003,1640.1088869999999,0,0,0.9329999999999999,PMxc9Jhmmh,L1,1400Ripples,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/WYJoXHX3so/PMxc9Jhmmh.png,22.627
182670,1251715097,1636.34,7.5089999999999995,6.559999999999999e-23,3236.817,0.10800000000000001,3823.4270020000004,0,0,0.6679999999999999,T996nnl7BB,L1,1400Ripples,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/SYzCMoyPbg/T996nnl7BB.png,22.627
134870,1248823021,1349.3970000000002,9.882,7.079999999999999e-23,1686.431,0.021,1640.1088869999999,0,0,0.948,PmOeCXDSnF,L1,1400Ripples,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/7zdBHAbV81/PmOeCXDSnF.png,11.314
183163,1250063752,1270.1860000000001,11.414000000000001,7.85e-23,1446.547,0.016,1160.342163,0,0,0.6629999999999999,7luHnAbXU7,L1,1400Ripples,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/RBNW8pt3Eh/7luHnAbXU7.png,11.314
173019,1251429767,24.264,24.339000000000002,5.339999999999999e-22,3745.7729999999997,1.8230000000000002,7460.95752,0,0,0.752,1LkfJukUFw,L1,Light_Modulation,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/Ts5LL1knDU/1LkfJukUFw.png,11.314
202335,1243390557,32.173,25.309,3e-22,3908.493,2.059,7786.395508,0,0,0.48,KKTNJaAijX,L1,Light_Modulation,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/3RwpH7DCIR/KKTNJaAijX.png,5.657
205088,1240963111,26.015,101.999,1.92e-21,3907.0290000000005,2.5,7789.323242,0,0,0.419,hHrVUyMdQY,L1,Light_Modulation,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/cVbASSzwDQ/hHrVUyMdQY.png,11.314
196339,1238206073,30.686999999999998,71.45100000000001,9.350000000000001e-22,2959.85,2.0,5904.672852000001,0,0,0.5479999999999999,TfKYm6s4Lk,L1,Light_Modulation,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/JeZ5hkq0wO/TfKYm6s4Lk.png,5.657
149279,1238317573,19.599,10.925,8.14e-22,3981.086,3.25,7938.793456999999,0,0,0.9,LUFIEQvWBU,L1,Light_Modulation,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/pmGIxlrtkT/LUFIEQvWBU.png,45.255
147863,1238322841,30.686999999999998,70.78399999999999,1.0000000000000001e-21,3463.1540000000005,2.25,6897.336914,0,0,0.9059999999999999,FdIxWK6ExO,L1,Light_Modulation,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/Srh3BM97nm/FdIxWK6ExO.png,5.657
105700,1251231776,26.015,26.916,6.74e-22,541.36,2.0,1060.2109380000002,0,0,0.9890000000000001,Lk4JFOAvLl,L1,Light_Modulation,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/Yj1x6JfDm5/Lk4JFOAvLl.png,5.657
124517,1253434006,26.015,81.72399999999999,1.4800000000000002e-21,2782.522,1.25,5540.310547,0,0,0.968,UOMYIsbqXN,L1,Light_Modulation,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/8g9h5XRf3z/UOMYIsbqXN.png,5.657
117289,1241739770,26.015,48.049,1.74e-21,1921.808,1.5,3823.615723,0,0,0.9790000000000001,AZgcrhV3yg,H1,Light_Modulation,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/BQzt4ubJkY/AZgcrhV3yg.png,5.657
141358,1247989623,32.173,32.622,3.64e-22,3426.8520000000003,1.75,6823.11377,0,0,0.929,YvOSgxA4lR,L1,Light_Modulation,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/1dBxXjkuXE/YvOSgxA4lR.png,5.657
184701,1249221502,23.511,7.745,2.29e-22,23.943,0.25,10.05525,0,0,0.649,Vq7lligNSa,L1,Paired_Doves,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/aZBAPLdqyZ/Vq7lligNSa.png,11.314
206105,1239740383,24.802,7.6739999999999995,2.07e-22,23.771,0.188,11.640830000000001,0,0,0.384,3YZ9rrA0zy,L1,Paired_Doves,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/TYPpYmO0q5/3YZ9rrA0zy.png,11.314
162244,1251818994,25.048000000000002,8.896,2.0600000000000001e-22,3984.699,1.242,7931.567383,0,0,0.831,oGjE0SeYB1,L1,Paired_Doves,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/VBgtowf0ld/oGjE0SeYB1.png,22.627
157294,1250367170,25.146,8.34,1.9199999999999997e-22,3984.699,2.75,7931.567383,0,0,0.861,FHrl70Jz8P,L1,Paired_Doves,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/jy5ccdoTog/FHrl70Jz8P.png,11.314
189351,1251043481,24.264,8.777999999999999,2.98e-22,31.581999999999997,0.25,25.333481,0,0,0.616,yUw2Fgdcdn,L1,Paired_Doves,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/9m2jQ9RCri/yUw2Fgdcdn.png,11.314
176134,1243282403,25.048000000000002,8.025,2.37e-22,27.346999999999998,0.75,16.8638,0,0,0.726,zZ7PPd0cQg,L1,Paired_Doves,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/RWpU8ck38X/zZ7PPd0cQg.png,11.314
202482,1243433048,27.308000000000003,9.086,1.65e-22,3300.365,1.0,6562.898438,0,0,0.47700000000000004,G4dKSFSmzD,L1,Paired_Doves,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/bGxxzPmSxE/G4dKSFSmzD.png,11.314
158192,1244469361,1473.621,8.793,6.85e-23,1024.795,0.5,2003.846436,0,0,0.856,nX88tANFJI,L1,Paired_Doves,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/IrxX873QkN/nX88tANFJI.png,5.657
199514,1243287090,26.685,9.121,2.3300000000000003e-22,2812.1459999999997,2.135,5586.462402,0,0,0.515,JtVwpx6MxQ,L1,Paired_Doves,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/pba2m66CbT/JtVwpx6MxQ.png,11.314
205555,1243286101,27.308000000000003,9.866,1.7e-22,3910.303,1.25,7782.774901999999,0,0,0.402,5x5lLPPKex,L1,Paired_Doves,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/pba2m66CbT/5x5lLPPKex.png,11.314
189916,1247585877,1050.42,10.467,6.099999999999999e-23,1363.63,0.031,1326.175415,0,0,0.61,X5CziXIl7h,L1,1080Lines,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/PBqTLNc4EJ/X5CziXIl7h.png,11.314
178898,1252400407,1119.088,11.855,7.8e-23,3306.365,0.075,5211.643555,0,0,0.701,H7KtK6ooyw,L1,1080Lines,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/3xOgb6PsfB/H7KtK6ooyw.png,22.627
175556,1251178413,985.9639999999999,9.557,5.46e-23,1363.63,0.016,1326.175415,0,0,0.731,5BlwkrgXYd,L1,1080Lines,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/4I4CLemM97/5BlwkrgXYd.png,22.627
156039,1248843685,985.9639999999999,8.488,4.7399999999999997e-23,1169.663,0.012,938.2408449999999,0,0,0.868,gDCYqVl08j,L1,1080Lines,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/2GaEcdsabu/gDCYqVl08j.png,22.627
205740,1249688436,1065.326,9.901,6.079999999999999e-23,1363.63,0.023,1326.175415,0,0,0.396,zoJzY8sHzM,L1,1080Lines,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/bVLKLtg2aR/zoJzY8sHzM.png,11.314
178756,1244084054,1098.858,8.263,7.19e-23,1174.485,0.12300000000000001,208.919601,0,0,0.703,d3ztx353fv,H1,1080Lines,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/zzpxSg7u9b/d3ztx353fv.png,45.255
191091,1250692672,1119.088,9.048,5.76e-23,1169.663,0.023,938.2408449999999,0,0,0.599,eN2q3Ss0kp,L1,1080Lines,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/7UnQqZowOt/eN2q3Ss0kp.png,22.627
140366,1249593290,1050.42,8.04,5.01e-23,1169.663,0.023,938.2408449999999,0,0,0.9329999999999999,NcFcCDZHEy,L1,1080Lines,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/yM1WB5BMso/NcFcCDZHEy.png,22.627
207034,1249316346,985.9639999999999,8.914,5.13e-23,3816.8309999999997,0.491,7587.91748,0,0,0.325,ImrvRislgM,L1,1080Lines,https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/s2O7vYEIZ9/ImrvRislgM.png,11.314
100840,1253101508,1023.363,7.521,6.120000000000001e-23,956.428,0.109,511.769409,0,0,0.991,U0tcXr4hvb,H1,1080Lines,https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/zpdNbPR4jb/U0tcXr4hvb.png,45.255
